the_date,new_appearance_count,total_combinations,new_appearance_volume,total_volume,pct_new_combinations,pct_new_volume,segment,metric_type,table
2025-05-22,12685.0,21399,6437.0,11455.0,59.28,56.19,mover,loss,gamoshi_loss_mover_census_cube
2025-05-23,13390.0,22626,6780.0,12163.0,59.18,55.74,mover,loss,gamoshi_loss_mover_census_cube
2025-05-24,26065.0,42663,13522.0,23869.0,61.1,56.65,mover,loss,gamoshi_loss_mover_census_cube
2025-05-25,20023.0,33485,10308.0,18359.0,59.8,56.15,mover,loss,gamoshi_loss_mover_census_cube
2025-05-26,17279.0,29765,10346.0,18514.0,58.05,55.88,mover,loss,gamoshi_loss_mover_census_cube
2025-05-27,14466.0,24196,7332.0,13038.0,59.79,56.24,mover,loss,gamoshi_loss_mover_census_cube
2025-05-28,23456.0,39594,13860.0,24889.0,59.24,55.69,mover,loss,gamoshi_loss_mover_census_cube
2025-05-29,15257.0,25761,7731.0,13858.0,59.23,55.79,mover,loss,gamoshi_loss_mover_census_cube
2025-05-30,14837.0,24879,7534.0,13433.0,59.64,56.09,mover,loss,gamoshi_loss_mover_census_cube
2025-05-31,42576.0,69537,25440.0,45240.0,61.23,56.23,mover,loss,gamoshi_loss_mover_census_cube
2025-06-01,20763.0,34627,10613.0,19023.0,59.96,55.79,mover,loss,gamoshi_loss_mover_census_cube
2025-06-02,20673.0,35236,12115.0,22191.0,58.67,54.59,mover,loss,gamoshi_loss_mover_census_cube
2025-06-03,14153.0,23892,7228.0,12789.0,59.24,56.52,mover,loss,gamoshi_loss_mover_census_cube
2025-06-04,14132.0,24066,7077.0,12956.0,58.72,54.62,mover,loss,gamoshi_loss_mover_census_cube
2025-06-05,14296.0,23913,7181.0,12812.0,59.78,56.05,mover,loss,gamoshi_loss_mover_census_cube
2025-06-06,22965.0,38359,13500.0,24154.0,59.87,55.89,mover,loss,gamoshi_loss_mover_census_cube
2025-06-07,25070.0,40570,12797.0,22509.0,61.79,56.85,mover,loss,gamoshi_loss_mover_census_cube
2025-06-08,19807.0,32562,10054.0,17818.0,60.83,56.43,mover,loss,gamoshi_loss_mover_census_cube
2025-06-09,11364.0,19327,5631.0,10286.0,58.8,54.74,mover,loss,gamoshi_loss_mover_census_cube
2025-06-10,13788.0,22766,7142.0,12519.0,60.56,57.05,mover,loss,gamoshi_loss_mover_census_cube
2025-06-11,13104.0,21669,6665.0,11575.0,60.47,57.58,mover,loss,gamoshi_loss_mover_census_cube
2025-06-12,13474.0,22247,6797.0,11933.0,60.57,56.96,mover,loss,gamoshi_loss_mover_census_cube
2025-06-13,13424.0,22195,6734.0,11897.0,60.48,56.6,mover,loss,gamoshi_loss_mover_census_cube
2025-06-14,23982.0,38719,12162.0,21492.0,61.94,56.59,mover,loss,gamoshi_loss_mover_census_cube
2025-06-15,18951.0,31062,9734.0,17278.0,61.01,56.34,mover,loss,gamoshi_loss_mover_census_cube
2025-06-16,10574.0,17804,5340.0,9531.0,59.39,56.03,mover,loss,gamoshi_loss_mover_census_cube
2025-06-17,12537.0,20481,6338.0,11076.0,61.21,57.22,mover,loss,gamoshi_loss_mover_census_cube
2025-06-18,21683.0,35905,12810.0,22758.0,60.39,56.29,mover,loss,gamoshi_loss_mover_census_cube
2025-06-19,14299.0,23641,7120.0,12800.0,60.48,55.63,mover,loss,gamoshi_loss_mover_census_cube
2025-06-20,14372.0,23754,7154.0,12935.0,60.5,55.31,mover,loss,gamoshi_loss_mover_census_cube
2025-06-21,41513.0,65736,24462.0,43302.0,63.15,56.49,mover,loss,gamoshi_loss_mover_census_cube
2025-06-22,20921.0,33980,10558.0,18937.0,61.57,55.75,mover,loss,gamoshi_loss_mover_census_cube
2025-06-23,12736.0,21259,6321.0,11427.0,59.91,55.32,mover,loss,gamoshi_loss_mover_census_cube
2025-06-24,14785.0,24284,7338.0,13204.0,60.88,55.57,mover,loss,gamoshi_loss_mover_census_cube
2025-06-25,24331.0,39394,14188.0,25184.0,61.76,56.34,mover,loss,gamoshi_loss_mover_census_cube
2025-06-26,14621.0,23353,7294.0,12689.0,62.61,57.48,mover,loss,gamoshi_loss_mover_census_cube
2025-06-27,14646.0,23526,7256.0,12722.0,62.25,57.04,mover,loss,gamoshi_loss_mover_census_cube
2025-06-28,25764.0,39867,12837.0,21993.0,64.62,58.37,mover,loss,gamoshi_loss_mover_census_cube
2025-06-29,33057.0,52280,19120.0,33385.0,63.23,57.27,mover,loss,gamoshi_loss_mover_census_cube
2025-06-30,11984.0,19606,5879.0,10457.0,61.12,56.22,mover,loss,gamoshi_loss_mover_census_cube
2025-07-01,14224.0,22721,7018.0,12156.0,62.6,57.73,mover,loss,gamoshi_loss_mover_census_cube
2025-07-02,14685.0,23786,7201.0,12796.0,61.74,56.28,mover,loss,gamoshi_loss_mover_census_cube
2025-07-03,15389.0,24404,7587.0,13120.0,63.06,57.83,mover,loss,gamoshi_loss_mover_census_cube
2025-07-04,15502.0,24888,7665.0,13397.0,62.29,57.21,mover,loss,gamoshi_loss_mover_census_cube
2025-07-05,23170.0,36448,11692.0,20037.0,63.57,58.35,mover,loss,gamoshi_loss_mover_census_cube
2025-07-06,18877.0,29949,9445.0,16311.0,63.03,57.91,mover,loss,gamoshi_loss_mover_census_cube
2025-07-07,11474.0,18776,5770.0,9995.0,61.11,57.73,mover,loss,gamoshi_loss_mover_census_cube
2025-07-08,14147.0,22636,7110.0,12130.0,62.5,58.62,mover,loss,gamoshi_loss_mover_census_cube
2025-07-09,14233.0,22771,7164.0,12232.0,62.5,58.57,mover,loss,gamoshi_loss_mover_census_cube
2025-07-10,14512.0,23303,7371.0,12542.0,62.28,58.77,mover,loss,gamoshi_loss_mover_census_cube
2025-07-11,22815.0,36491,13543.0,22923.0,62.52,59.08,mover,loss,gamoshi_loss_mover_census_cube
2025-07-12,23427.0,36679,12027.0,20247.0,63.87,59.4,mover,loss,gamoshi_loss_mover_census_cube
2025-07-13,18445.0,29391,9504.0,15998.0,62.76,59.41,mover,loss,gamoshi_loss_mover_census_cube
2025-07-14,11491.0,18724,5891.0,9975.0,61.37,59.06,mover,loss,gamoshi_loss_mover_census_cube
2025-07-15,20486.0,33140,12305.0,20670.0,61.82,59.53,mover,loss,gamoshi_loss_mover_census_cube
2025-07-16,19915.0,31700,11945.0,19883.0,62.82,60.08,mover,loss,gamoshi_loss_mover_census_cube
2025-07-17,12367.0,20038,6302.0,10744.0,61.72,58.66,mover,loss,gamoshi_loss_mover_census_cube
2025-07-18,12398.0,19727,6245.0,10523.0,62.85,59.35,mover,loss,gamoshi_loss_mover_census_cube
2025-07-19,20979.0,32875,10717.0,18047.0,63.81,59.38,mover,loss,gamoshi_loss_mover_census_cube
2025-07-20,16791.0,26790,8648.0,14586.0,62.68,59.29,mover,loss,gamoshi_loss_mover_census_cube
2025-07-21,10191.0,16526,5213.0,8826.0,61.67,59.06,mover,loss,gamoshi_loss_mover_census_cube
2025-07-22,11633.0,18918,5983.0,10181.0,61.49,58.77,mover,loss,gamoshi_loss_mover_census_cube
2025-07-23,11700.0,18785,5988.0,10061.0,62.28,59.52,mover,loss,gamoshi_loss_mover_census_cube
2025-07-24,11835.0,18933,6045.0,10111.0,62.51,59.79,mover,loss,gamoshi_loss_mover_census_cube
2025-07-25,12327.0,19332,6335.0,10385.0,63.76,61.0,mover,loss,gamoshi_loss_mover_census_cube
2025-07-26,20961.0,32710,10900.0,18024.0,64.08,60.47,mover,loss,gamoshi_loss_mover_census_cube
2025-07-27,16826.0,26581,8615.0,14386.0,63.3,59.88,mover,loss,gamoshi_loss_mover_census_cube
2025-07-28,17039.0,27255,10303.0,16921.0,62.52,60.89,mover,loss,gamoshi_loss_mover_census_cube
2025-07-29,11798.0,18804,6097.0,10057.0,62.74,60.62,mover,loss,gamoshi_loss_mover_census_cube
2025-07-30,11976.0,18994,6139.0,10179.0,63.05,60.31,mover,loss,gamoshi_loss_mover_census_cube
2025-07-31,12281.0,19375,6270.0,10387.0,63.39,60.36,mover,loss,gamoshi_loss_mover_census_cube
2025-08-01,12845.0,20258,6582.0,10871.0,63.41,60.55,mover,loss,gamoshi_loss_mover_census_cube
2025-08-02,22741.0,34909,11719.0,19102.0,65.14,61.35,mover,loss,gamoshi_loss_mover_census_cube
2025-08-03,18323.0,28796,9433.0,15651.0,63.63,60.27,mover,loss,gamoshi_loss_mover_census_cube
2025-08-04,11262.0,17930,5762.0,9572.0,62.81,60.2,mover,loss,gamoshi_loss_mover_census_cube
2025-08-05,12350.0,19520,6319.0,10423.0,63.27,60.63,mover,loss,gamoshi_loss_mover_census_cube
2025-08-06,12533.0,19801,6474.0,10624.0,63.29,60.94,mover,loss,gamoshi_loss_mover_census_cube
2025-08-07,12309.0,19584,6348.0,10463.0,62.85,60.67,mover,loss,gamoshi_loss_mover_census_cube
2025-08-08,12530.0,19684,6458.0,10568.0,63.66,61.11,mover,loss,gamoshi_loss_mover_census_cube
2025-08-09,20615.0,31990,10653.0,17528.0,64.44,60.78,mover,loss,gamoshi_loss_mover_census_cube
2025-08-10,16182.0,25503,8352.0,13852.0,63.45,60.29,mover,loss,gamoshi_loss_mover_census_cube
2025-08-11,9947.0,16026,5219.0,8669.0,62.07,60.2,mover,loss,gamoshi_loss_mover_census_cube
2025-08-12,11531.0,18266,6092.0,9879.0,63.13,61.67,mover,loss,gamoshi_loss_mover_census_cube
2025-08-13,19150.0,30418,11804.0,19222.0,62.96,61.41,mover,loss,gamoshi_loss_mover_census_cube
2025-08-14,11265.0,18018,5895.0,9768.0,62.52,60.35,mover,loss,gamoshi_loss_mover_census_cube
2025-08-15,12208.0,19578,6483.0,10685.0,62.36,60.67,mover,loss,gamoshi_loss_mover_census_cube
2025-08-16,20559.0,31994,10945.0,17948.0,64.26,60.98,mover,loss,gamoshi_loss_mover_census_cube
2025-08-17,16667.0,26209,8937.0,14591.0,63.59,61.25,mover,loss,gamoshi_loss_mover_census_cube
2025-08-18,9985.0,15828,5298.0,8523.0,63.08,62.16,mover,loss,gamoshi_loss_mover_census_cube
2025-08-19,11329.0,17615,6027.0,9539.0,64.31,63.18,mover,loss,gamoshi_loss_mover_census_cube
2025-08-20,10904.0,17014,5771.0,9231.0,64.09,62.52,mover,loss,gamoshi_loss_mover_census_cube
2025-08-21,10219.0,16124,5532.0,8796.0,63.38,62.89,mover,loss,gamoshi_loss_mover_census_cube
2025-08-22,10721.0,16589,5743.0,8952.0,64.63,64.15,mover,loss,gamoshi_loss_mover_census_cube
2025-08-23,18249.0,27936,9791.0,15466.0,65.32,63.31,mover,loss,gamoshi_loss_mover_census_cube
2025-08-24,13872.0,21395,7422.0,11657.0,64.84,63.67,mover,loss,gamoshi_loss_mover_census_cube
2025-08-25,7656.0,12321,4104.0,6655.0,62.14,61.67,mover,loss,gamoshi_loss_mover_census_cube
2025-08-26,8767.0,13822,4728.0,7480.0,63.43,63.21,mover,loss,gamoshi_loss_mover_census_cube
2025-08-27,8236.0,12965,4420.0,7046.0,63.52,62.73,mover,loss,gamoshi_loss_mover_census_cube
2025-08-28,8229.0,12824,4341.0,6942.0,64.17,62.53,mover,loss,gamoshi_loss_mover_census_cube
2025-08-29,8016.0,12403,4248.0,6687.0,64.63,63.53,mover,loss,gamoshi_loss_mover_census_cube
2025-08-30,13706.0,21072,7304.0,11463.0,65.04,63.72,mover,loss,gamoshi_loss_mover_census_cube
2025-08-31,9728.0,15254,5099.0,8259.0,63.77,61.74,mover,loss,gamoshi_loss_mover_census_cube
2025-09-01,5305.0,8527,2797.0,4547.0,62.21,61.51,mover,loss,gamoshi_loss_mover_census_cube
2025-09-02,5786.0,9256,3056.0,5002.0,62.51,61.1,mover,loss,gamoshi_loss_mover_census_cube
2025-09-03,5412.0,8591,2804.0,4636.0,63.0,60.48,mover,loss,gamoshi_loss_mover_census_cube
2025-09-04,4038.0,6373,2178.0,3465.0,63.36,62.86,mover,loss,gamoshi_loss_mover_census_cube
2025-03-21,3262.0,7012,1667.0,3750.0,46.52,44.45,non_mover,win,gamoshi_win_non_mover_census_cube
2025-03-22,10206.0,19614,6156.0,12696.0,52.03,48.49,non_mover,win,gamoshi_win_non_mover_census_cube
2025-03-23,4852.0,9632,2471.0,5189.0,50.37,47.62,non_mover,win,gamoshi_win_non_mover_census_cube
2025-03-24,2564.0,5356,1309.0,2817.0,47.87,46.47,non_mover,win,gamoshi_win_non_mover_census_cube
2025-03-25,5140.0,10358,3126.0,6531.0,49.62,47.86,non_mover,win,gamoshi_win_non_mover_census_cube
2025-03-26,3116.0,6422,1605.0,3436.0,48.52,46.71,non_mover,win,gamoshi_win_non_mover_census_cube
2025-03-27,3420.0,6968,1756.0,3748.0,49.08,46.85,non_mover,win,gamoshi_win_non_mover_census_cube
2025-03-28,4384.0,8554,2239.0,4625.0,51.25,48.41,non_mover,win,gamoshi_win_non_mover_census_cube
2025-03-29,12696.0,23708,7595.0,15321.0,53.55,49.57,non_mover,win,gamoshi_win_non_mover_census_cube
2025-03-30,6418.0,11978,3263.0,6415.0,53.58,50.87,non_mover,win,gamoshi_win_non_mover_census_cube
2025-03-31,3770.0,7112,1922.0,3729.0,53.01,51.54,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-01,4576.0,8638,2373.0,4620.0,52.98,51.36,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-02,5072.0,9690,2592.0,5188.0,52.34,49.96,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-03,5046.0,9500,2578.0,5100.0,53.12,50.55,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-04,5210.0,9556,2656.0,5091.0,54.52,52.17,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-05,8856.0,16082,4544.0,8906.0,55.07,51.02,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-06,11434.0,21116,6824.0,13476.0,54.15,50.64,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-07,3994.0,7246,2018.0,3792.0,55.12,53.22,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-08,4358.0,8264,2218.0,4365.0,52.73,50.81,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-09,4522.0,8774,2322.0,4735.0,51.54,49.04,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-10,4866.0,9574,2582.0,5354.0,50.83,48.23,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-11,4692.0,9032,2413.0,4891.0,51.95,49.34,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-12,12768.0,24266,7627.0,15859.0,52.62,48.09,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-13,6714.0,12582,3469.0,6864.0,53.36,50.54,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-14,3644.0,6952,1845.0,3638.0,52.42,50.71,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-15,4152.0,8012,2108.0,4276.0,51.82,49.3,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-16,4100.0,8038,2155.0,4383.0,51.01,49.17,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-17,4538.0,8824,2395.0,4867.0,51.43,49.21,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-18,4542.0,8792,2389.0,4851.0,51.66,49.25,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-19,8726.0,16000,4592.0,9099.0,54.54,50.47,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-20,11406.0,20660,6955.0,13509.0,55.21,51.48,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-21,3556.0,6878,1853.0,3687.0,51.7,50.26,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-22,4620.0,8788,2453.0,4839.0,52.57,50.69,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-23,7728.0,14904,4798.0,9800.0,51.85,48.96,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-24,4924.0,9580,2845.0,5652.0,51.4,50.34,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-25,5042.0,9786,2857.0,5689.0,51.52,50.22,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-26,9022.0,16792,5050.0,10088.0,53.73,50.06,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-27,7366.0,13940,4129.0,8278.0,52.84,49.88,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-28,4134.0,7994,2284.0,4463.0,51.71,51.18,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-29,4892.0,9608,2673.0,5429.0,50.92,49.24,non_mover,win,gamoshi_win_non_mover_census_cube
2025-04-30,7834.0,15398,4922.0,10113.0,50.88,48.67,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-01,5150.0,9832,2759.0,5513.0,52.38,50.05,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-02,5036.0,9666,2711.0,5439.0,52.1,49.84,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-03,9788.0,18140,5408.0,10845.0,53.96,49.87,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-04,7878.0,14816,4402.0,8825.0,53.17,49.88,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-05,4282.0,8278,2344.0,4643.0,51.73,50.48,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-06,4938.0,9756,2725.0,5572.0,50.62,48.91,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-07,5394.0,10204,2947.0,5802.0,52.86,50.79,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-08,5192.0,10222,2843.0,5822.0,50.79,48.83,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-09,5204.0,9676,2797.0,5484.0,53.78,51.0,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-10,9506.0,17508,5250.0,10421.0,54.3,50.38,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-11,7228.0,13638,3975.0,7971.0,53.0,49.87,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-12,4134.0,7780,2245.0,4275.0,53.14,52.51,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-13,4930.0,9162,2576.0,4968.0,53.81,51.85,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-14,5100.0,9374,2729.0,5180.0,54.41,52.68,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-15,4908.0,9218,2580.0,5034.0,53.24,51.25,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-16,5158.0,9484,2713.0,5187.0,54.39,52.3,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-17,9756.0,17046,5231.0,9828.0,57.23,53.23,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-18,7562.0,13354,4061.0,7504.0,56.63,54.12,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-19,3964.0,7352,2082.0,3965.0,53.92,52.51,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-20,4596.0,8486,2416.0,4656.0,54.16,51.89,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-21,4776.0,8856,2543.0,4883.0,53.93,52.08,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-22,4876.0,9156,2596.0,5037.0,53.25,51.54,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-23,5276.0,9768,2816.0,5415.0,54.01,52.0,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-24,9832.0,17162,5402.0,10090.0,57.29,53.54,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-25,7012.0,12702,3748.0,7081.0,55.2,52.93,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-26,6348.0,11754,3909.0,7515.0,54.01,52.02,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-27,4886.0,8930,2600.0,4895.0,54.71,53.12,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-28,5160.0,9418,2733.0,5147.0,54.79,53.1,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-29,5672.0,10340,3023.0,5759.0,54.85,52.49,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-30,5344.0,9892,2838.0,5484.0,54.02,51.75,non_mover,win,gamoshi_win_non_mover_census_cube
2025-05-31,9328.0,16420,5042.0,9447.0,56.81,53.37,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-01,7522.0,13540,4007.0,7575.0,55.55,52.9,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-02,7402.0,13410,4594.0,8498.0,55.2,54.06,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-03,5136.0,9488,2718.0,5198.0,54.13,52.29,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-04,5044.0,9596,2711.0,5324.0,52.56,50.92,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-05,5082.0,9236,2698.0,5136.0,55.02,52.53,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-06,8458.0,15666,5255.0,10180.0,53.99,51.62,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-07,8874.0,15668,4769.0,8995.0,56.64,53.02,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-08,7008.0,12540,3722.0,7014.0,55.89,53.07,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-09,4000.0,7192,2111.0,3885.0,55.62,54.34,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-10,4714.0,8606,2467.0,4662.0,54.78,52.92,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-11,4838.0,8892,2611.0,4966.0,54.41,52.58,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-12,4888.0,8930,2588.0,4916.0,54.74,52.64,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-13,5024.0,9114,2675.0,5016.0,55.12,53.33,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-14,8528.0,15038,4627.0,8654.0,56.71,53.47,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-15,6482.0,11558,3492.0,6540.0,56.08,53.39,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-16,6396.0,11612,4056.0,7430.0,55.08,54.59,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-17,4692.0,8200,2570.0,4569.0,57.22,56.25,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-18,5214.0,9346,2924.0,5425.0,55.79,53.9,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-19,4828.0,8518,2640.0,4778.0,56.68,55.25,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-20,4974.0,8650,2722.0,4856.0,57.5,56.05,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-21,8588.0,14140,4845.0,8349.0,60.74,58.03,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-22,6818.0,11470,3779.0,6660.0,59.44,56.74,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-23,4290.0,7124,2289.0,3899.0,60.22,58.71,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-24,4866.0,8346,2638.0,4631.0,58.3,56.96,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-25,8322.0,14076,5349.0,9267.0,59.12,57.72,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-26,8856.0,15026,5606.0,9860.0,58.94,56.86,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-27,5772.0,9538,3137.0,5311.0,60.52,59.07,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-28,9638.0,15490,5258.0,8920.0,62.22,58.95,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-29,7050.0,11674,3812.0,6645.0,60.39,57.37,non_mover,win,gamoshi_win_non_mover_census_cube
2025-06-30,4148.0,6942,2224.0,3797.0,59.75,58.57,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-01,5026.0,8320,2667.0,4520.0,60.41,59.0,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-02,5182.0,8562,2743.0,4709.0,60.52,58.25,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-03,5306.0,8918,2814.0,4891.0,59.5,57.53,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-04,6234.0,10364,3512.0,6068.0,60.15,57.88,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-05,7662.0,12746,4096.0,7147.0,60.11,57.31,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-06,9760.0,16668,6130.0,10871.0,58.56,56.39,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-07,4018.0,6814,2127.0,3684.0,58.97,57.74,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-08,4788.0,8026,2538.0,4371.0,59.66,58.06,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-09,5112.0,8502,2723.0,4695.0,60.13,58.0,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-10,4894.0,8624,2622.0,4811.0,56.75,54.5,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-11,5028.0,8520,2723.0,4731.0,59.01,57.56,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-12,8338.0,13876,4566.0,8042.0,60.09,56.78,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-13,6312.0,10944,3415.0,6173.0,57.68,55.32,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-14,3966.0,7002,2141.0,3899.0,56.64,54.91,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-15,4470.0,7726,2408.0,4276.0,57.86,56.31,non_mover,win,gamoshi_win_non_mover_census_cube
2025-07-16,7248.0,12360,4538.0,7961.0,58.64,57.0,non_mover,win,gamoshi_win_non_mover_census_cube
